batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend,iso_prediction,iso_score,is_iso_anomaly,is_spc_anomaly,num_violations,violated_metrics,is_anomaly
BAT00684,2022-07-21,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.53,7.9,37.8,1.44,True,False,stable,1,0.09311143862690086,False,False,0.0,,False
BAT01418,2022-07-21,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.82,4.88,26.8,2.0,True,False,stable,1,0.038791446661727735,False,True,1.0,contamination_ppm_high,True
BAT00718,2022-07-22,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,83.44,8.08,38.6,1.72,True,False,stable,1,0.10870037819363582,False,False,0.0,,False
BAT00478,2022-07-22,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,82.63,9.35,41.2,2.1,True,False,declining,1,0.05290974655097591,False,True,2.0,purity_pct_low|contamination_ppm_high,True
BAT00010,2022-07-23,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,88.48,5.95,31.0,1.6,True,False,stable,1,0.11674752403010197,False,False,0.0,,False
BAT01019,2022-07-23,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.0,9.73,38.5,1.74,True,False,stable,1,0.03050750948970804,False,False,0.0,,False
BAT00027,2022-07-23,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,86.73,6.1,37.1,1.84,True,False,stable,1,0.10109469110053049,False,False,0.0,,False
BAT00370,2022-07-24,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,92.38,4.71,34.3,1.85,True,False,stable,1,0.1259659800300958,False,False,0.0,,False
BAT01918,2022-07-25,DRG006,Ibuprofen,SUP025,Lupin API Division,89.63,5.92,33.4,1.9,True,False,stable,1,0.12294150692211242,False,True,1.0,contamination_ppm_high,True
BAT00656,2022-07-25,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,85.29,8.82,35.8,2.28,True,False,stable,1,0.06807802582147449,False,False,0.0,,False
BAT01557,2022-07-25,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.98,1.9,37.0,1.33,True,True,stable,1,0.05812618715025902,False,True,1.0,dissolution_min_high,True
BAT00979,2022-07-26,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,84.47,7.49,38.5,1.37,True,False,stable,1,0.061248041927649655,False,False,0.0,,False
BAT00978,2022-07-26,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,81.69,8.37,37.7,1.97,True,False,stable,1,0.09829899527098268,False,True,1.0,purity_pct_low,True
BAT00639,2022-07-28,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.44,3.61,38.1,1.83,False,False,stable,1,0.09675309194765874,False,False,0.0,,False
BAT00700,2022-07-29,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,84.04,8.3,41.9,1.89,True,False,stable,1,0.06344480261293889,False,False,0.0,,False
BAT00958,2022-07-29,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.07,7.34,32.3,1.35,True,False,stable,1,0.051459928554420775,False,False,0.0,,False
BAT01543,2022-07-29,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,98.27,0.65,32.3,0.78,True,True,stable,-1,-0.04890289115465296,True,False,0.0,,True
BAT00479,2022-07-29,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,83.48,9.22,46.1,2.57,True,False,declining,-1,-0.032442670632893966,True,True,2.0,contamination_ppm_high|dissolution_min_high,True
BAT00830,2022-07-30,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,11.52,42.7,2.72,True,False,declining,-1,-0.007702140825426418,True,True,2.0,contamination_ppm_high|moisture_pct_high,True
BAT01661,2022-07-31,DRG005,Glimepiride,SUP020,Teva API Israel,92.97,4.15,33.6,1.93,True,False,stable,1,0.12390033040099269,False,False,0.0,,False
BAT01145,2022-08-01,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.34,1.85,33.9,1.25,True,True,stable,1,0.08240263192766689,False,False,0.0,,False
BAT01870,2022-08-02,DRG001,Lisinopril,SUP025,Lupin API Division,89.92,5.72,32.4,1.76,True,False,stable,1,0.13605171919110498,False,False,0.0,,False
BAT00617,2022-08-03,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,91.75,3.05,31.8,1.7,True,False,stable,1,0.1281916586437663,False,False,0.0,,False
BAT00137,2022-08-03,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.63,6.26,32.2,1.68,True,False,stable,1,0.11716871812877183,False,False,0.0,,False
BAT00560,2022-08-03,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,93.08,3.47,33.1,1.84,True,False,stable,1,0.13311420016747044,False,False,0.0,,False
BAT00258,2022-08-04,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,89.52,4.87,32.3,1.61,True,False,stable,1,0.14101014123852362,False,False,0.0,,False
BAT00701,2022-08-04,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.36,8.73,38.7,1.57,True,False,stable,1,0.09543014115630716,False,False,0.0,,False
BAT00440,2022-08-04,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,82.85,9.3,42.5,2.6,True,False,declining,1,0.007418221213451592,False,True,2.0,purity_pct_low|contamination_ppm_high,True
BAT00657,2022-08-05,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,83.2,8.53,34.4,1.67,True,False,stable,1,0.10386281092591804,False,False,0.0,,False
BAT01271,2022-08-05,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,94.39,2.36,29.6,1.83,True,False,stable,1,0.08637567984240474,False,False,0.0,,False
BAT00928,2022-08-05,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.28,8.01,33.6,1.29,True,False,stable,1,0.06715181812619458,False,False,0.0,,False
BAT01204,2022-08-06,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,97.21,1.28,34.4,1.56,True,True,stable,1,0.08851275538184927,False,False,0.0,,False
BAT01794,2022-08-07,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,82.76,8.67,42.9,2.8,True,False,declining,-1,-0.012476732380797273,True,,,,False
BAT00896,2022-08-07,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,83.39,8.59,36.2,2.65,False,False,stable,1,0.041651143269042734,False,True,1.0,moisture_pct_high,True
BAT00240,2022-08-08,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,89.66,5.17,36.8,1.79,True,False,stable,1,0.13172683300277183,False,False,0.0,,False
BAT00348,2022-08-08,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,90.79,4.24,36.7,1.37,True,False,stable,1,0.12072840067269769,False,False,0.0,,False
BAT00685,2022-08-09,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.49,8.44,37.2,1.88,True,False,stable,1,0.11489461118005195,False,False,0.0,,False
BAT00702,2022-08-09,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,82.87,8.83,37.7,1.75,True,False,stable,1,0.09665362675394351,False,False,0.0,,False
BAT00618,2022-08-10,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,92.93,3.72,32.3,1.12,True,False,stable,1,0.08856596436628289,False,False,0.0,,False
BAT00028,2022-08-11,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,87.56,6.31,35.1,2.06,True,False,stable,1,0.11049108454830386,False,True,1.0,contamination_ppm_high,True
BAT01577,2022-08-11,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.25,0.66,30.7,1.67,False,False,stable,1,0.052890784547967695,False,False,0.0,,False
BAT00994,2022-08-12,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,83.68,7.78,37.5,1.96,True,False,stable,1,0.1106328000927349,False,False,0.0,,False
BAT01600,2022-08-13,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.46,1.93,27.7,1.7,True,True,stable,1,0.07000426213891248,False,False,0.0,,False
BAT00847,2022-08-13,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,11.41,49.0,2.58,True,False,declining,-1,-0.057361621932915385,True,True,2.0,contamination_ppm_high|dissolution_min_high,True
BAT01302,2022-08-14,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,99.67,0.79,32.3,1.46,True,True,stable,1,0.002252181618152993,False,False,0.0,,False
BAT00897,2022-08-15,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,83.81,7.79,33.3,2.34,True,False,stable,1,0.07170704264129774,False,False,0.0,,False
BAT01303,2022-08-15,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,98.41,1.05,27.4,1.44,True,True,stable,1,0.02028630537754339,False,False,0.0,,False
BAT01504,2022-08-15,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,99.24,0.64,31.8,1.45,True,True,stable,1,0.0004791545986122525,False,False,0.0,,False
BAT01318,2022-08-15,DRG005,Glimepiride,SUP014,Euroapi France,94.7,3.02,34.1,1.57,True,False,stable,1,0.12569823560271343,False,False,0.0,,False
BAT00929,2022-08-16,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,82.54,8.1,35.3,2.07,True,False,stable,1,0.10070812340572621,False,False,0.0,,False
BAT00241,2022-08-17,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,90.12,5.3,33.9,1.47,True,False,stable,1,0.1374787059921368,False,False,0.0,,False
BAT01171,2022-08-17,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.41,1.32,31.7,1.62,True,True,stable,1,0.09384915886088341,False,False,0.0,,False
BAT00060,2022-08-18,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,88.0,5.67,36.9,1.55,True,False,stable,1,0.11958225223148344,False,False,0.0,,False
BAT00736,2022-08-18,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,83.12,8.81,38.3,1.52,True,False,stable,1,0.0815773447243866,False,False,0.0,,False
BAT00309,2022-08-18,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,90.41,4.49,31.2,1.64,True,False,stable,1,0.14166581459111416,False,False,0.0,,False
BAT00794,2022-08-19,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,83.87,7.85,35.9,1.88,True,False,stable,1,0.1158654695736136,False,False,0.0,,False
BAT00349,2022-08-19,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,91.72,4.63,32.4,1.67,True,False,stable,1,0.1446193009896904,False,False,0.0,,False
BAT00600,2022-08-19,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.48,3.57,36.5,1.71,True,False,stable,1,0.11938111067064566,False,False,0.0,,False
BAT00814,2022-08-19,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,11.94,45.1,2.17,True,False,declining,-1,-0.03872640698642238,True,True,1.0,contamination_ppm_high,True
BAT00061,2022-08-19,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,89.53,5.45,30.8,1.97,True,False,stable,1,0.1184786459301565,False,False,0.0,,False
BAT01962,2022-08-20,DRG018,Cetirizine HCl,SUP025,Lupin API Division,89.02,5.62,34.3,1.97,True,False,stable,1,0.12682771668550408,False,False,0.0,,False
BAT01258,2022-08-21,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,94.65,2.84,34.4,1.56,True,False,stable,1,0.12244581472750471,False,False,0.0,,False
BAT00242,2022-08-23,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,91.36,4.87,37.4,1.9,True,False,stable,1,0.11317449554095932,False,False,0.0,,False
BAT00737,2022-08-23,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,84.53,8.45,40.0,1.47,True,False,stable,1,0.062499190415217676,False,False,0.0,,False
BAT00779,2022-08-24,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,82.9,8.23,30.8,1.5,True,False,stable,1,0.056429631910630274,False,False,0.0,,False
BAT00156,2022-08-24,DRG001,Lisinopril,SUP002,Cipla Chemical Works,91.08,5.82,34.4,1.48,True,False,stable,1,0.11796865508321114,False,True,1.0,contamination_ppm_high,True
BAT01058,2022-08-24,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.3,9.33,35.8,1.69,False,False,stable,1,0.04104552746521761,False,False,0.0,,False
BAT01639,2022-08-25,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,91.75,3.43,32.4,1.78,True,False,stable,1,0.13697349952071763,False,False,0.0,,False
BAT01505,2022-08-25,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.18,1.06,29.0,1.83,True,True,stable,1,0.06460735817478436,False,False,0.0,,False
BAT01089,2022-08-25,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,97.16,1.64,30.6,1.71,True,True,stable,1,0.10272318328663577,False,False,0.0,,False
BAT00414,2022-08-26,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,80.15,9.15,35.8,2.53,True,False,declining,1,0.014582143994313235,False,True,2.0,purity_pct_low|contamination_ppm_high,True
BAT01679,2022-08-26,DRG009,Azithromycin,SUP020,Teva API Israel,90.93,3.4,36.8,1.5,True,False,stable,1,0.11185340078198247,False,True,1.0,purity_pct_low,True
BAT01146,2022-08-26,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.56,1.11,32.1,1.58,True,True,stable,1,0.08800710965643427,False,False,0.0,,False
BAT01367,2022-08-26,DRG001,Lisinopril,SUP015,Polpharma API Poland,89.93,4.11,31.5,1.4,True,False,stable,1,0.1266940985591526,False,False,0.0,,False
BAT00083,2022-08-27,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,87.45,5.6,38.1,1.72,True,False,stable,1,0.09865918369689475,False,False,0.0,,False
BAT00848,2022-08-27,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,12.16,44.4,2.57,True,False,declining,-1,-0.03244740927456102,True,True,1.0,contamination_ppm_high,True
BAT01578,2022-08-27,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,97.85,1.74,34.4,1.88,True,True,stable,1,0.05856399344775426,False,False,0.0,,False
BAT01241,2022-08-28,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,97.86,1.4,34.9,1.71,True,True,stable,1,0.06712826522902132,False,True,1.0,dissolution_min_high,True
BAT01719,2022-08-28,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.47,3.48,34.8,1.7,True,False,stable,1,0.1398072382200531,False,False,0.0,,False
BAT00259,2022-08-29,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,89.68,5.23,39.4,0.89,True,False,stable,-1,-0.01356566517600577,True,False,0.0,,True
BAT00561,2022-08-29,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,92.57,3.94,36.2,1.42,True,False,stable,1,0.12200610991153438,False,False,0.0,,False
BAT00579,2022-08-29,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.66,3.27,34.5,2.07,True,False,stable,1,0.10439126863824133,False,False,0.0,,False
BAT01807,2022-08-29,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,95.92,1.74,32.3,1.1,True,True,stable,1,0.06198338225119676,False,False,0.0,,False
BAT00780,2022-08-29,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.4,8.79,33.6,2.48,True,False,stable,1,0.04822652861409277,False,True,1.0,moisture_pct_high,True
BAT01896,2022-08-30,DRG004,Metformin HCl,SUP025,Lupin API Division,88.29,5.15,33.9,1.43,True,False,stable,1,0.128228583910942,False,False,0.0,,False
BAT00371,2022-08-30,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.97,4.66,34.4,1.05,True,False,stable,1,0.07283425746028915,False,False,0.0,,False
BAT01349,2022-08-30,DRG013,Omeprazole,SUP014,Euroapi France,94.72,2.98,31.0,1.48,True,False,stable,1,0.1196801286220231,False,False,0.0,,False
BAT00522,2022-08-31,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.1,3.48,31.8,1.85,True,False,stable,1,0.13446479574760306,False,False,0.0,,False
BAT01282,2022-08-31,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,98.18,0.7,27.1,0.93,True,True,stable,-1,-0.05719773043380294,True,False,0.0,,True
BAT01601,2022-09-01,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,97.49,1.69,27.9,1.64,True,True,stable,1,0.05764579541528747,False,False,0.0,,False
BAT01897,2022-09-02,DRG004,Metformin HCl,SUP025,Lupin API Division,88.07,5.66,34.5,1.98,True,False,stable,1,0.12684755027679118,False,False,0.0,,False
BAT01378,2022-09-02,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,92.12,4.45,33.6,1.69,True,False,stable,1,0.138393344858661,False,False,0.0,,False
BAT01767,2022-09-02,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,87.53,6.32,37.4,1.85,True,False,stable,1,0.10191651549100872,False,False,0.0,,False
BAT00260,2022-09-03,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.91,4.94,33.8,1.27,True,False,stable,1,0.11667264769326147,False,False,0.0,,False
BAT01506,2022-09-04,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.42,1.23,33.3,1.92,True,True,stable,1,0.06795094876099594,False,False,0.0,,False
BAT00930,2022-09-05,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,85.26,7.87,41.0,1.53,True,False,stable,1,0.05180636174825365,False,False,0.0,,False
BAT01946,2022-09-05,DRG013,Omeprazole,SUP025,Lupin API Division,88.78,5.69,35.9,1.62,True,False,stable,1,0.13018496826797266,False,False,0.0,,False
BAT01700,2022-09-05,DRG013,Omeprazole,SUP020,Teva API Israel,92.88,2.96,33.9,1.46,True,False,stable,1,0.12559669749001862,False,False,0.0,,False
BAT00917,2022-09-07,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,82.96,8.08,42.2,2.06,True,False,stable,1,0.05941604873783074,False,True,1.0,dissolution_min_high,True
BAT01105,2022-09-07,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,96.37,1.65,29.8,1.34,True,True,stable,1,0.09197887157082424,False,False,0.0,,False
BAT01579,2022-09-07,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.9,1.43,30.3,1.6,True,True,stable,1,0.10190901462943891,False,False,0.0,,False
BAT00670,2022-09-07,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,82.64,8.41,36.3,1.81,True,False,stable,1,0.10590979893734659,False,False,0.0,,False
BAT00393,2022-09-07,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.55,4.55,31.4,1.71,True,False,stable,1,0.1430233347620758,False,False,0.0,,False
BAT01205,2022-09-08,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.5,0.63,31.9,1.69,True,True,stable,1,0.05355550397441655,False,False,0.0,,False
BAT01041,2022-09-08,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,80.13,9.65,42.3,2.06,True,False,stable,1,0.022719031104246223,False,False,0.0,,False
BAT01680,2022-09-09,DRG009,Azithromycin,SUP020,Teva API Israel,93.34,3.03,31.6,1.49,True,False,stable,1,0.1339151604725386,False,False,0.0,,False
BAT00738,2022-09-09,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,83.74,8.46,33.8,2.26,True,False,stable,1,0.08925087093200623,False,False,0.0,,False
BAT01558,2022-09-10,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.26,1.47,33.0,1.08,True,True,stable,1,0.049680706454338974,False,False,0.0,,False
BAT00117,2022-09-10,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.71,6.12,34.2,1.52,False,False,stable,1,0.12225725602529225,False,False,0.0,,False
BAT01662,2022-09-10,DRG005,Glimepiride,SUP020,Teva API Israel,91.76,3.53,39.2,1.51,True,False,stable,1,0.07737432633523678,False,True,1.0,dissolution_min_high,True
BAT00062,2022-09-11,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,88.01,5.97,34.3,1.5,True,False,stable,1,0.12282796247401112,False,False,0.0,,False
BAT00541,2022-09-11,DRG009,Azithromycin,SUP005,Divi's Laboratories API,93.58,3.94,30.5,1.38,True,False,stable,1,0.11903991603483793,False,False,0.0,,False
BAT01507,2022-09-13,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,96.89,0.5,26.8,2.03,True,True,stable,-1,-0.038166178825324804,True,False,0.0,,True
BAT01681,2022-09-13,DRG009,Azithromycin,SUP020,Teva API Israel,92.09,3.84,34.8,1.48,True,False,stable,1,0.13096977194437032,False,False,0.0,,False
BAT01937,2022-09-13,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,88.06,5.71,31.0,1.79,True,False,stable,1,0.11721278617626263,False,False,0.0,,False
BAT00542,2022-09-13,DRG009,Azithromycin,SUP005,Divi's Laboratories API,92.81,3.56,34.5,1.34,True,False,stable,1,0.12573260282173515,False,False,0.0,,False
BAT00203,2022-09-13,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,88.71,4.81,29.3,1.63,True,False,stable,1,0.09780598172081845,False,False,0.0,,False
BAT00931,2022-09-14,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.29,7.7,31.8,1.93,True,False,stable,1,0.07611751022754404,False,False,0.0,,False
BAT00898,2022-09-14,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,85.22,7.44,34.1,1.84,True,False,stable,1,0.0960235107476991,False,False,0.0,,False
BAT00098,2022-09-15,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,88.27,5.69,37.7,1.72,True,False,stable,1,0.11315582166406057,False,False,0.0,,False
BAT00097,2022-09-15,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,88.08,6.33,39.6,2.36,True,False,stable,1,0.03878467454126455,False,True,1.0,contamination_ppm_high,True
BAT01559,2022-09-16,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,97.04,1.36,25.5,1.46,True,True,stable,1,0.026574745671167244,False,False,0.0,,False
BAT01419,2022-09-16,DRG006,Ibuprofen,SUP015,Polpharma API Poland,89.63,4.61,32.9,1.43,True,False,stable,1,0.12811289248485597,False,True,1.0,purity_pct_low,True
BAT00719,2022-09-16,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,83.89,8.09,36.9,2.14,True,False,stable,1,0.10647265767647052,False,False,0.0,,False
BAT01544,2022-09-17,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,96.94,0.57,31.1,1.3,True,True,stable,1,0.04063971832264801,False,False,0.0,,False
BAT00176,2022-09-17,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,89.53,4.99,36.9,1.52,True,False,stable,1,0.12326653491089001,False,False,0.0,,False
BAT01871,2022-09-18,DRG001,Lisinopril,SUP025,Lupin API Division,88.43,5.22,32.2,1.67,True,False,stable,1,0.13486949553175676,False,False,0.0,,False
BAT00932,2022-09-19,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.76,7.68,39.4,1.95,True,False,stable,1,0.08962362952217351,False,False,0.0,,False
BAT01873,2022-09-19,DRG001,Lisinopril,SUP025,Lupin API Division,89.32,5.77,32.9,2.3,True,False,stable,1,0.07930884906902691,False,True,1.0,moisture_pct_high,True
BAT01872,2022-09-19,DRG001,Lisinopril,SUP025,Lupin API Division,88.24,5.89,31.7,1.76,True,False,stable,1,0.12938374595846247,False,True,1.0,contamination_ppm_high,True
BAT01319,2022-09-20,DRG005,Glimepiride,SUP014,Euroapi France,94.31,2.77,26.8,1.83,True,False,stable,1,0.03469904497683707,False,False,0.0,,False
BAT01272,2022-09-20,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,95.95,2.68,34.9,1.66,True,True,stable,1,0.09795142777032101,False,False,0.0,,False
BAT00394,2022-09-22,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.71,4.92,30.5,1.75,True,False,stable,1,0.12516277422876826,False,False,0.0,,False
BAT00671,2022-09-22,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,83.12,8.83,34.0,1.98,True,False,stable,1,0.09456143869002753,False,False,0.0,,False
BAT01898,2022-09-22,DRG004,Metformin HCl,SUP025,Lupin API Division,89.06,5.34,36.4,1.66,True,False,stable,1,0.13369921159559323,False,False,0.0,,False
BAT01624,2022-09-22,DRG001,Lisinopril,SUP020,Teva API Israel,92.5,3.36,26.7,1.49,True,False,stable,1,0.06448630978372372,False,False,0.0,,False
BAT01320,2022-09-23,DRG005,Glimepiride,SUP014,Euroapi France,93.1,2.84,32.7,1.63,True,False,stable,1,0.12998823195597126,False,False,0.0,,False
BAT00601,2022-09-25,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.59,3.29,31.4,1.35,True,False,stable,1,0.1211247506240482,False,False,0.0,,False
BAT00350,2022-09-25,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,91.12,4.34,29.5,1.8,True,False,stable,1,0.12114813804529168,False,False,0.0,,False
BAT01395,2022-09-26,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.74,4.57,32.9,1.42,True,False,stable,1,0.13621998678872949,False,False,0.0,,False
BAT00739,2022-09-26,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,83.66,8.7,32.9,2.29,True,False,stable,1,0.07147773317341066,False,False,0.0,,False
BAT00395,2022-09-29,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.25,4.1,39.3,1.51,True,False,stable,1,0.08316858067740518,False,True,1.0,dissolution_min_high,True
BAT00204,2022-10-01,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.73,4.78,32.0,1.92,True,False,stable,1,0.13719008007472056,False,False,0.0,,False
BAT00918,2022-10-01,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,83.4,8.35,38.5,1.61,True,False,stable,1,0.10572237000787571,False,False,0.0,,False
BAT00297,2022-10-02,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.98,5.11,31.1,1.98,True,False,stable,1,0.12444680350119053,False,False,0.0,,False
BAT00831,2022-10-02,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,11.89,48.8,2.79,True,False,declining,-1,-0.06290997878631255,True,True,3.0,contamination_ppm_high|dissolution_min_high|moisture_pct_high,True
BAT00261,2022-10-03,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.1,4.73,31.1,1.4,True,False,stable,1,0.13239936407546726,False,False,0.0,,False
BAT00029,2022-10-04,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,89.26,5.63,33.5,1.71,True,False,stable,1,0.13814710005675163,False,False,0.0,,False
BAT00543,2022-10-05,DRG009,Azithromycin,SUP005,Divi's Laboratories API,94.62,3.84,34.8,1.82,True,False,stable,1,0.11549248284413027,False,False,0.0,,False
BAT01523,2022-10-05,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,96.96,0.84,30.3,1.09,True,True,stable,1,0.021275916004460438,False,False,0.0,,False
